Voucher Number,Vendor ID,Vendor Name,G/L Date,Expense Category,Amount
00005178,0000034087,SHERATON BRADLEY INTERNATIONAL,10/09/2014 12:00:00 AM,Food,$145.19
00005182,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$106.25
00005183,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$106.25
00005184,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$193.75
00005185,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$456.25
00005186,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$2225.00
00005187,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$452.25
00005188,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$822.50
00005189,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$1001.25
00005190,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$1420.00
00005191,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$11185.25
00005193,0000010066,SIMPLEX GRINNELL LP,10/09/2014 12:00:00 AM,Contract Work buildings,$1443.75
00005172,0000031596,SINSIGALLI SIGNS & DESIGNS,10/09/2014 12:00:00 AM,Educ & Promo Supp,$221.80
00005133,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$50.21
00005134,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$62.35
00005135,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$143.69
00005136,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$7.23
00005137,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$15.70
00005138,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$43.33
00005139,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$65.03
00005140,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$31.37
00005141,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$23.18
00005142,0000010072,THE CONNECTICUT WATER CO,10/09/2014 12:00:00 AM,Water Utility,$19.69
00005212,0000010003,EVERSOURCE CL&P,10/10/2014 12:00:00 AM,Utility: electricity,$60.71
00005213,0000010003,EVERSOURCE CL&P,10/10/2014 12:00:00 AM,Utility: electricity,$38.50
00005214,0000010003,EVERSOURCE CL&P,10/10/2014 12:00:00 AM,Utility: electricity,$95.53
00005215,0000010003,EVERSOURCE CL&P,10/10/2014 12:00:00 AM,Utility: electricity,$124.52
00005216,0000010003,EVERSOURCE CL&P,10/10/2014 12:00:00 AM,Utility: electricity,$219.60
00005217,0000010003,EVERSOURCE CL&P,10/10/2014 12:00:00 AM,Utility: electricity,$69.64
00005218,0000010003,EVERSOURCE CL&P,10/10/2014 12:00:00 AM,Utility: electricity,$388.87
00005196,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$1059.86
00005197,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$4480.89
00005198,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$197.56
00005199,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$760.14
00005200,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$46.00
00005201,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$1170.13
00005202,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$659.93
00005203,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$1118.08
00005204,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$1225.88
00005205,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$267.97
00005206,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$708.56
00005207,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$94.58
00005208,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$214.12
00005209,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$164.82
00005210,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$183.69
00005211,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/10/2014 12:00:00 AM,Natural gas,$157.78
00005225,0000010346,A ROYAL FLUSH INC,10/14/2014 12:00:00 AM,Rental equipment,$88.00
00005226,0000010346,A ROYAL FLUSH INC,10/14/2014 12:00:00 AM,Rental equipment,$154.00
00005221,0000012872,C & C JANITORIAL SUPPLIES INC,10/14/2014 12:00:00 AM,Replace Parts building,$486.90
00005220,0000159468,DENOVO,10/14/2014 12:00:00 AM,Consultant Services,$6028.00
00005224,0000010249,F W WEBB COMPANY,10/14/2014 12:00:00 AM,Plumb&Heat Suppl,$97.47
00005228,0000010249,F W WEBB COMPANY,10/14/2014 12:00:00 AM,Plumb&Heat Suppl,$492.51
00005227,0000154524,FLEETCHEK LLC,10/14/2014 12:00:00 AM,EDP Software License,$600.00
00005223,0000064505,INDEPENDENT HARDWARE INC,10/14/2014 12:00:00 AM,Replace Parts building,$184.50
00005229,0000014749,LAWNS BY MARCUS HILDITCH,10/14/2014 12:00:00 AM,Contract Maint Work,$6768.10
00005230,0000014749,LAWNS BY MARCUS HILDITCH,10/14/2014 12:00:00 AM,Contract Maint Work,$12330.47
00005219,0000052619,SPRINT PCS,10/14/2014 12:00:00 AM,Telephone,$1194.15
00005222,0000013959,SWAN ASSOCIATES,10/14/2014 12:00:00 AM,Plumb&Heat Suppl,$254.00
00005231,0000019177,AMER ASSN OF AIRPORT EXEC,10/15/2014 12:00:00 AM,Dues & Subs,$275.00
00005234,0000010109,COMMUNITY RENEWAL TEAM INC,10/15/2014 12:00:00 AM,"Fees, Non-Professional",$2231.84
00005233,0000010268,MURPHY SECURITY SERVICE LLC,10/15/2014 12:00:00 AM,"Fees, Non-Professional",$21548.56
00005232,0000010009,SUBURBAN STATIONERS INC,10/15/2014 12:00:00 AM,Office Supplies,$45.07
00005266,0000150870,AIRGAS USA LLC,10/16/2014 12:00:00 AM,Natural gas,$7.50
00005266,0000150870,AIRGAS USA LLC,10/16/2014 12:00:00 AM,Medical Suppl,$48.75
00005265,0000012872,C & C JANITORIAL SUPPLIES INC,10/16/2014 12:00:00 AM,Household Suppl,$37.92
00005269,0000012872,C & C JANITORIAL SUPPLIES INC,10/16/2014 12:00:00 AM,Household Suppl,$110.48
00005269,0000012872,C & C JANITORIAL SUPPLIES INC,10/16/2014 12:00:00 AM,"Laundry, Clean",$1666.28
00005240,0000000501,CITY OF GROTON,10/16/2014 12:00:00 AM,Utility: electricity,$65.63
00005241,0000000501,CITY OF GROTON,10/16/2014 12:00:00 AM,Utility: electricity,$1871.76
00005242,0000000501,CITY OF GROTON,10/16/2014 12:00:00 AM,Utility: electricity,$198.38
00005243,0000000501,CITY OF GROTON,10/16/2014 12:00:00 AM,Utility: electricity,$110.78
00005263,0000133566,COMMON CENTS EMS SUPPLY LLC,10/16/2014 12:00:00 AM,Misc Oper Supp,$115.92
00005267,0000010004,CONNECTICUT COMMUNITY PROVIDERS,10/16/2014 12:00:00 AM,Laundry Services,$534.10
00005260,0000011562,DIVERSIFIED TECH CONSULTANTS INC,10/16/2014 12:00:00 AM,Contract Work buildings,$669.28
00005235,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$417.60
00005244,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$1014.68
00005245,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$10538.51
00005246,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$7113.60
00005248,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$62.02
00005249,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$38.50
00005250,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$21.99
00005251,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$26.13
00005255,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$24.05
00005256,0000010003,EVERSOURCE CL&P,10/16/2014 12:00:00 AM,Utility: electricity,$87.51
00005252,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/16/2014 12:00:00 AM,Natural gas,$46.00
00005253,0000010027,EVERSOURCE ENERGY YANKEE GAS SERVICES,10/16/2014 12:00:00 AM,Natural gas,$863.50
00005268,0000086049,GRANITE CITY ELECTRIC SUPPLY,10/16/2014 12:00:00 AM,small Tools,$25.63
00005262,0000131720,GUARDIAN PEST & HOME SERVICES LLC,10/16/2014 12:00:00 AM,Contract Work buildings,$70.00
00005257,0000014396,HERITAGE VILLAGE WATER COMPANY,10/16/2014 12:00:00 AM,Water Utility,$37.71
00005258,0000014396,HERITAGE VILLAGE WATER COMPANY,10/16/2014 12:00:00 AM,Water Utility,$434.45
00005259,0000014396,HERITAGE VILLAGE WATER COMPANY,10/16/2014 12:00:00 AM,Water Utility,$434.45
00005270,0000011627,OVERHEAD DOOR CO,10/16/2014 12:00:00 AM,Replace Parts building,$3017.00
00005271,0000011627,OVERHEAD DOOR CO,10/16/2014 12:00:00 AM,Replace Parts building,$871.65
00005254,0000052587,PRINCIPAL FINANCIAL GROUP INC,10/16/2014 12:00:00 AM,Fees profess,$612.50
00005236,0000010072,THE CONNECTICUT WATER CO,10/16/2014 12:00:00 AM,Water Utility,$2117.89
00005237,0000010072,THE CONNECTICUT WATER CO,10/16/2014 12:00:00 AM,Water Utility,$2353.44
00005238,0000010072,THE CONNECTICUT WATER CO,10/16/2014 12:00:00 AM,Water Utility,$143.69
00005239,0000010072,THE CONNECTICUT WATER CO,10/16/2014 12:00:00 AM,Water Utility,$870.10
00005247,0000010072,THE CONNECTICUT WATER CO,10/16/2014 12:00:00 AM,Water Utility,$82.07
00005261,0000010072,THE CONNECTICUT WATER CO,10/16/2014 12:00:00 AM,Water Utility,$461.06
00005264,0000010072,THE CONNECTICUT WATER CO,10/16/2014 12:00:00 AM,Water Utility,$31.62
00005272,0000010101,USA HAULING & RECYCLING INC,10/16/2014 12:00:00 AM,Trash Removal,$6681.00
00005273,0000010101,USA HAULING & RECYCLING INC,10/16/2014 12:00:00 AM,Trash Removal,$5083.00
00005274,0000010101,USA HAULING & RECYCLING INC,10/16/2014 12:00:00 AM,Trash Removal,$5433.00
00005282,0000010262,ACCURATE TERMITE & PEST CONTROL CO INC,10/17/2014 12:00:00 AM,Contract Work buildings,$288.00
00005291,0000010121,AERO ALL GAS CORP,10/17/2014 12:00:00 AM,Rental maint equip,$4.80
00005292,0000010121,AERO ALL GAS CORP,10/17/2014 12:00:00 AM,Rental maint equip,$4.80
00005301,0000017115,ALLIANCE GRAPHICS INC,10/17/2014 12:00:00 AM,Printing Services,$110.00
00005289,0000012872,C & C JANITORIAL SUPPLIES INC,10/17/2014 12:00:00 AM,Household Suppl,$5062.76
00005290,0000012872,C & C JANITORIAL SUPPLIES INC,10/17/2014 12:00:00 AM,Household Suppl,$164.12
00005297,0000015900,COX COMMUNICATIONS,10/17/2014 12:00:00 AM,Telephone,$977.22
00005298,0000015900,COX COMMUNICATIONS,10/17/2014 12:00:00 AM,Telephone,$9.61
00005278,0000010249,F W WEBB COMPANY,10/17/2014 12:00:00 AM,Plumb&Heat Suppl,$674.52
00005277,0000010008,GRAINGER INDUSTRIAL SUPPLY,10/17/2014 12:00:00 AM,Replace Parts building,$383.63
00005279,0000086049,GRANITE CITY ELECTRIC SUPPLY,10/17/2014 12:00:00 AM,Elect Suppl building,$795.68
00005280,0000086049,GRANITE CITY ELECTRIC SUPPLY,10/17/2014 12:00:00 AM,small Tools,$89.30
00005293,0000010553,J & S RADIO SALES,10/17/2014 12:00:00 AM,Electrical Suppl,$208.65
00005276,0000157450,KCR BRADLEY ASSOCIATES LLC,10/17/2014 12:00:00 AM,Rental buildings,$12533.33
00005302,0000089118,PITNEY BOWES GLOBAL FINANCIAL SERVICES,10/17/2014 12:00:00 AM,Rental equipment,$1171.00
00005296,0000027857,PITNEY BOWES RESERVE ACCOUNT,10/17/2014 12:00:00 AM,Mail,$246.48
00005303,0000034087,SHERATON BRADLEY INTERNATIONAL,10/17/2014 12:00:00 AM,Educ & Promo Supp,$171.36
00005294,0000012618,STANWYCK AVIONICS INC,10/17/2014 12:00:00 AM,Rep & Serv tools and equip,$450.00
00005283,0000010009,SUBURBAN STATIONERS INC,10/17/2014 12:00:00 AM,Office Supplies,$170.07
00005300,0000010009,SUBURBAN STATIONERS INC,10/17/2014 12:00:00 AM,Office Supplies,$273.52
00005304,0000010009,SUBURBAN STATIONERS INC,10/17/2014 12:00:00 AM,Office Supplies,$170.32
00005304,0000010009,SUBURBAN STATIONERS INC,10/17/2014 12:00:00 AM,Blueprint & Photo Suppl,$63.23
00005305,0000010009,SUBURBAN STATIONERS INC,10/17/2014 12:00:00 AM,Office Supplies,$158.47
00005306,0000010009,SUBURBAN STATIONERS INC,10/17/2014 12:00:00 AM,Office Supplies,$145.26
00005284,0000010101,USA HAULING & RECYCLING INC,10/17/2014 12:00:00 AM,Trash Removal,$240.00
00005285,0000010101,USA HAULING & RECYCLING INC,10/17/2014 12:00:00 AM,Trash Removal,$480.00
00005286,0000010101,USA HAULING & RECYCLING INC,10/17/2014 12:00:00 AM,Trash Removal,$240.00
00005287,0000010101,USA HAULING & RECYCLING INC,10/17/2014 12:00:00 AM,Trash Removal,$240.00
00005288,0000010101,USA HAULING & RECYCLING INC,10/17/2014 12:00:00 AM,Trash Removal,$240.00
00005295,0000010331,UTILITY COMMUNICATIONS INC,10/17/2014 12:00:00 AM,Electrical Suppl,$202.50
00005299,0000010037,WEST GROUP,10/17/2014 12:00:00 AM,Dues & Subs,$457.80
00005281,0000010006,XEROX GOVERNMENT SYSTEMS LLC,10/17/2014 12:00:00 AM,Rental equipment,$719.00
00005310,0000010011,A & A OFFICE SYSTEMS INC,10/20/2014 12:00:00 AM,Rental equipment,$3305.75
00005308,0000015133,AMERESCO SELECT INC,10/20/2014 12:00:00 AM,Utility: electricity,$303569.03
00005309,0000010055,AT&T,10/20/2014 12:00:00 AM,Telephone,$3740.73
00005314,0000013452,BLUM SHAPIRO & CO PC,10/20/2014 12:00:00 AM,Consultant Services,$26495.00
00005311,0000010124,GLOBAL PAYMENTS DIRECT INC,10/20/2014 12:00:00 AM,Fees,$366.24
00005312,0000025243,MCFARLAND-JOHNSON INC,10/20/2014 12:00:00 AM,CWIP: Capital Project Expense,$19248.25
00005313,0000025243,MCFARLAND-JOHNSON INC,10/20/2014 12:00:00 AM,CWIP: Capital Project Expense,$38671.12
00005307,0000010142,VERIZON WIRELESS,10/20/2014 12:00:00 AM,Telephone,$43.50
00005339,0000010121,AERO ALL GAS CORP,10/21/2014 12:00:00 AM,Rental maint equip,$4.80
00005326,0000150870,AIRGAS USA LLC,10/21/2014 12:00:00 AM,Misc Oper Supp,$37.50
00005321,0000010024,ALL WASTE INC,10/21/2014 12:00:00 AM,Trash Removal,$278.85
00005336,0000022278,AWARDS & MORE,10/21/2014 12:00:00 AM,"Photo, Blueprints",$31.00
00005337,0000010154,COMMERCIAL APPLIANCE REPAIR INC,10/21/2014 12:00:00 AM,Rep & Serv tools and equip,$263.50
00005333,0000154057,COMPUTERCABLESTORE.COM,10/21/2014 12:00:00 AM,General Plant Suppl,$340.00
00005331,0000015900,COX COMMUNICATIONS,10/21/2014 12:00:00 AM,Telephone,$519.99
00005332,0000015900,COX COMMUNICATIONS,10/21/2014 12:00:00 AM,Telephone,$409.99
00005324,0000132991,DENNISON LUBRICANTS,10/21/2014 12:00:00 AM,"Laundry, Clean",$26.52
00005324,0000132991,DENNISON LUBRICANTS,10/21/2014 12:00:00 AM,Lubricants,$2.15
00005330,DEPM1,DEPARTMENT OF ENERGY & ENVIRONMENTAL,10/21/2014 12:00:00 AM,Rep & Serv tools and equip,$200.00
00005316,0000010003,EVERSOURCE CL&P,10/21/2014 12:00:00 AM,Utility: electricity,$168.03
00005317,0000010003,EVERSOURCE CL&P,10/21/2014 12:00:00 AM,Utility: electricity,$295.73
00005318,0000010003,EVERSOURCE CL&P,10/21/2014 12:00:00 AM,Utility: electricity,$275.77
00005319,0000010003,EVERSOURCE CL&P,10/21/2014 12:00:00 AM,Utility: electricity,$38.50
00005320,0000010003,EVERSOURCE CL&P,10/21/2014 12:00:00 AM,Utility: electricity,$38.50
00005328,0000149343,GENWORTH LIFE & ANNUITY INSURANCE,10/21/2014 12:00:00 AM,Fees profess,$1429.73
00005327,0000020470,JPF DISTRIBUTORS LLC,10/21/2014 12:00:00 AM,Agricultural Suppl,$859.33
00005329,0000089611,METROCAST COMMUNICATIONS OF,10/21/2014 12:00:00 AM,Telephone,$199.95
00005323,0000012713,MODULAR SPACE CORPORATION,10/21/2014 12:00:00 AM,Rental equipment,$212.00
00005335,0000011005,NATIONAL FIRE PROTECTION ASSN,10/21/2014 12:00:00 AM,Printing Services,$57.30
00005322,0000154247,OSTERMAN PROPANE LLC,10/21/2014 12:00:00 AM,Kerosene,$2259.91
00005334,0000027857,PITNEY BOWES RESERVE ACCOUNT,10/21/2014 12:00:00 AM,Mail,$208.99
00005338,0000012618,STANWYCK AVIONICS INC,10/21/2014 12:00:00 AM,Rep & Serv tools and equip,$450.00
00005315,0000158589,STERLING ENERGY INTERNATIONAL INC,10/21/2014 12:00:00 AM,Consultant Services,$4794.29
00005325,0000010101,USA HAULING & RECYCLING INC,10/21/2014 12:00:00 AM,Trash Removal,$114.00
00005340,DASS1,DEPT OF ADMINISTRATIVE SERVICES,10/22/2014 12:00:00 AM,Rental motor pool,$1226.00
00005341,DOTM1,DEPT OF TRANSPORTATION,10/22/2014 12:00:00 AM,Diesel Fuel,$145.66
00005360,0000137037,ALL PHASE ELECTRIC SUPPLY COMPANY,10/23/2014 12:00:00 AM,Elect Suppl building,$1106.67
00005359,0000154965,ATLANTIC DETROIT DIESEL ALLISON &,10/23/2014 12:00:00 AM,Replace Parts equip,$158.68
00005355,0000012872,C & C JANITORIAL SUPPLIES INC,10/23/2014 12:00:00 AM,Household Suppl,$10515.50
00005355,0000012872,C & C JANITORIAL SUPPLIES INC,10/23/2014 12:00:00 AM,"Laundry, Clean",$2272.19
00005353,0000010145,CALVERT SAFE & LOCK LTD,10/23/2014 12:00:00 AM,Replace Parts building,$37.97
00005356,0000019503,CRAWFORD DOOR SALES COMPANY INC,10/23/2014 12:00:00 AM,Rep & Serv tools and equip,$476.60
00005354,0000132991,DENNISON LUBRICANTS,10/23/2014 12:00:00 AM,Lubricants,$2116.60
00005357,DPHM1,DEPT OF PUBLIC HEALTH,10/23/2014 12:00:00 AM,Licenses,$150.00
00005345,0000131720,GUARDIAN PEST & HOME SERVICES LLC,10/23/2014 12:00:00 AM,Contract Work buildings,$70.00
00005344,0000149425,O'CONNOR CORPORATION,10/23/2014 12:00:00 AM,Contract Work buildings,$11286.57
00005358,0000010543,SHIPMANS FIRE EQUIP CO INC,10/23/2014 12:00:00 AM,Replace Parts MV,$32.60
00005342,0000010009,SUBURBAN STATIONERS INC,10/23/2014 12:00:00 AM,Office Supplies,$19.20
00005343,0000010009,SUBURBAN STATIONERS INC,10/23/2014 12:00:00 AM,Office Supplies,$69.31
00005350,0000160381,TEAM EAGLE INC,10/23/2014 12:00:00 AM,Replace Parts equip,$1455.99
00005348,0000049636,THYSSEN KRUPP AIRPORT SYSTEMS INC,10/23/2014 12:00:00 AM,Replace Parts building,$298.00
00005349,0000049636,THYSSEN KRUPP AIRPORT SYSTEMS INC,10/23/2014 12:00:00 AM,Replace Parts building,$144.00
00005346,0000148008,TYCO INTEGRATED SECURITY LLC,10/23/2014 12:00:00 AM,Rep & Serv tools and equip,$572.75
00005347,0000148008,TYCO INTEGRATED SECURITY LLC,10/23/2014 12:00:00 AM,Rep & Serv tools and equip,$604.25
00005351,0000148008,TYCO INTEGRATED SECURITY LLC,10/23/2014 12:00:00 AM,Rep & Serv tools and equip,$748.33
00005681,0000050530,FLEETPRIDE INC,11/28/2014 12:00:00 AM,MV Supplies,$128.16
00005352,0000148008,TYCO INTEGRATED SECURITY LLC,10/23/2014 12:00:00 AM,Rep & Serv tools and equip,$600.00
00005362,0000012476,KONE INC,10/24/2014 12:00:00 AM,Contract Work buildings,$4545.69
00005361,0000010268,MURPHY SECURITY SERVICE LLC,10/24/2014 12:00:00 AM,"Fees, Non-Professional",$268827.71
00005365,0000010951,COMCAST CABLE OF MIDDLETOWN,10/28/2014 12:00:00 AM,Telephone,$278.99
00005367,0000010003,EVERSOURCE CL&P,10/28/2014 12:00:00 AM,Utility: electricity,$143.63
00005368,0000010003,EVERSOURCE CL&P,10/28/2014 12:00:00 AM,Utility: electricity,$149.69
00005369,0000010003,EVERSOURCE CL&P,10/28/2014 12:00:00 AM,Utility: electricity,$298.51
00005370,0000010003,EVERSOURCE CL&P,10/28/2014 12:00:00 AM,Utility: electricity,$629.69
00005364,0000020486,NEW ENGLAND WATER UTILITY SERVICES INC,10/28/2014 12:00:00 AM,"Fees, Non-Professional",$125.00
00005363,0000010009,SUBURBAN STATIONERS INC,10/28/2014 12:00:00 AM,Office Supplies,$153.91
00005366,0000010331,UTILITY COMMUNICATIONS INC,10/28/2014 12:00:00 AM,Rep & Serv tools and equip,$600.00
00005374,0000010262,ACCURATE TERMITE & PEST CONTROL CO INC,10/29/2014 12:00:00 AM,Spraying Insecticides,$48.00
00005381,0000137037,ALL PHASE ELECTRIC SUPPLY COMPANY,10/29/2014 12:00:00 AM,Elect Suppl building,$220.50
00005382,0000137037,ALL PHASE ELECTRIC SUPPLY COMPANY,10/29/2014 12:00:00 AM,Elect Suppl building,$437.40
00005383,0000137037,ALL PHASE ELECTRIC SUPPLY COMPANY,10/29/2014 12:00:00 AM,Elect Suppl building,$275.00
00005404,0000137037,ALL PHASE ELECTRIC SUPPLY COMPANY,10/29/2014 12:00:00 AM,Elect Suppl building,$1789.00
00005405,0000137037,ALL PHASE ELECTRIC SUPPLY COMPANY,10/29/2014 12:00:00 AM,Elect Suppl building,$150.02
00005399,0000012872,C & C JANITORIAL SUPPLIES INC,10/29/2014 12:00:00 AM,Household Suppl,$226.07
00005402,0000012872,C & C JANITORIAL SUPPLIES INC,10/29/2014 12:00:00 AM,Household Suppl,$199.86
00005393,0000010179,COMCAST,10/29/2014 12:00:00 AM,EDP Services (outside),$217.79
00005395,0000133566,COMMON CENTS EMS SUPPLY LLC,10/29/2014 12:00:00 AM,Medical Suppl,$537.29
00005396,0000133566,COMMON CENTS EMS SUPPLY LLC,10/29/2014 12:00:00 AM,Medical Suppl,$244.85
00005397,0000133566,COMMON CENTS EMS SUPPLY LLC,10/29/2014 12:00:00 AM,Medical Suppl,$772.76
00005400,0000133566,COMMON CENTS EMS SUPPLY LLC,10/29/2014 12:00:00 AM,Medical Suppl,$325.79
00005401,0000133566,COMMON CENTS EMS SUPPLY LLC,10/29/2014 12:00:00 AM,Medical Suppl,$160.76
00005407,0000142447,COOPER CROUSE - HINDS AIRPORT LIGHTING,10/29/2014 12:00:00 AM,Elect Parts street light,$308.70
00005373,DASS1,DEPT OF ADMINISTRATIVE SERVICES,10/29/2014 12:00:00 AM,Printing Services,$84.00
00005380,0000010139,GENUINE PARTS COMPANY,10/29/2014 12:00:00 AM,"Blades, snow",$26.95
00005390,0000074742,HERTZ EQUIPMENT RENTAL CORPORATION,10/29/2014 12:00:00 AM,Rental equipment,$1325.00
00005391,0000074742,HERTZ EQUIPMENT RENTAL CORPORATION,10/29/2014 12:00:00 AM,Rental equipment,$1155.00
00005372,0000050630,J&B AVIATION SERVICES INC,10/29/2014 12:00:00 AM,Elect Suppl building,$615.00
00005386,0000014749,LAWNS BY MARCUS HILDITCH,10/29/2014 12:00:00 AM,Contract Maint Work,$12330.47
00005387,0000014749,LAWNS BY MARCUS HILDITCH,10/29/2014 12:00:00 AM,Contract Maint Work,$6768.10
00005388,0000013536,MICROSOFT CORP,10/29/2014 12:00:00 AM,EDP Software License,$25.00
00005389,0000013536,MICROSOFT CORP,10/29/2014 12:00:00 AM,EDP Software License,$2068.00
00005377,0000035579,NORTHEAST ELECTRICAL DISTRIBUTORS,10/29/2014 12:00:00 AM,Elect Suppl light,$49.90
00005384,0000035579,NORTHEAST ELECTRICAL DISTRIBUTORS,10/29/2014 12:00:00 AM,Elect Suppl light,$49.90
00005392,0000153903,PAGE INDUSTRIES INC,10/29/2014 12:00:00 AM,Replace Parts building,$42.00
00005398,0000140316,PC RICHARD & SON BUILDER DIVISION,10/29/2014 12:00:00 AM,Office Equip,$279.00
00005406,0000021641,POTTERS IND INC,10/29/2014 12:00:00 AM,Paints,$11240.00
00005375,0000013614,PULLMAN & COMLEY LLC,10/29/2014 12:00:00 AM,Consultant Services,$6586.14
00005378,0000013614,PULLMAN & COMLEY LLC,10/29/2014 12:00:00 AM,Consultant Services,$118.50
00005379,0000010231,SECURITY UNIFORMS INC,10/29/2014 12:00:00 AM,Clothing,$168.00
00005394,0000010009,SUBURBAN STATIONERS INC,10/29/2014 12:00:00 AM,Office Supplies,$11.54
00005394,0000010009,SUBURBAN STATIONERS INC,10/29/2014 12:00:00 AM,Blueprint & Photo Suppl,$96.04
00005403,0000054855,TENNANT SALES AND SERVICE COMPANY,10/29/2014 12:00:00 AM,Replace Parts equip,$1160.79
00005385,0000134674,THAMES VALLEY COMMUNICATIONS INC,10/29/2014 12:00:00 AM,EDP Services (outside),$257.23
00005371,0000152366,WILLIS OF MASSACHUSETTS INC,10/29/2014 12:00:00 AM,Insurance: premiums,$9386.00
00005376,0000156655,ZOLL DATA SYSTEMS INC,10/29/2014 12:00:00 AM,EDP Software License,$110.84
00005415,0000010262,ACCURATE TERMITE & PEST CONTROL CO INC,10/30/2014 12:00:00 AM,Contract Work buildings,$288.00
00005411,0000010232,CDW GOVERNMENT INC,10/30/2014 12:00:00 AM,General Plant Suppl,$100.54
00005410,0000132991,DENNISON LUBRICANTS,10/30/2014 12:00:00 AM,Lubricants,$248.82
00005408,0000010003,EVERSOURCE CL&P,10/30/2014 12:00:00 AM,Utility: electricity,$199.78
00005409,0000010003,EVERSOURCE CL&P,10/30/2014 12:00:00 AM,Utility: electricity,$1349.22
00005413,0000139782,RAY JURGEN CO LLC,10/30/2014 12:00:00 AM,Rep & Serv tools and equip,$320.00
00005412,0000134674,THAMES VALLEY COMMUNICATIONS INC,10/30/2014 12:00:00 AM,EDP Services (outside),$257.23
00005422,0000137037,ALL PHASE ELECTRIC SUPPLY COMPANY,10/31/2014 12:00:00 AM,Elect Suppl building,$21.84
